"SourceSampleId","SampleId","SpecimenNumber","TraitName","TraitInstanceNumber","MeasureDateTime","TraitValue","Location","Link:PlotId"
"","22704","0","Maturity_start_date","1","2019-10-10T16:27:41+0200","2020-09-10","","456"
"","22768","0","Cation_exchange_capacity","1","","","","456"
"","22769","0","Cation_exchange_capacity","2","","","","456"
"","22770","0","Cation_exchange_capacity","3","","","","456"
"","22771","0","Cation_exchange_capacity","4","","","","456"
"","22772","0","Cation_exchange_capacity","5","","","","456"
"","22560","0","Crop_residue_moisture","1","","","","456"
"","22596","0","Puddling_start_date","1","2019-10-10T16:11:59+0200","2019-10-10","","456"
"","22632","0","Transplanting_start_date","1","2019-10-10T16:15:24+0200","2020-06-20","","456"
"","22669","0","Harvest_start_date","1","2019-10-10T16:19:47+0200","2020-09-30","","457"
"","22441","0","Rice_Total aboveground biomass (including panicles)_Fresh weight_kg","1","2019-10-10T16:32:16+0200","240.00","","457"
"","22442","0","Rice_Total aboveground biomass (including panicles)_Dry weight_kg","1","2019-10-10T17:01:08+0200","24.00","","457"
"","22443","0","Rice_Grain_Fresh weight 1000 grain_g","1","2019-10-10T17:06:46+0200","24.00","","457"
"","22444","0","Rice_Grain_Moisture content_%","1","2019-10-10T17:14:24+0200","21.00","","457"
"","22705","0","Maturity_start_date","1","2019-10-10T16:32:24+0200","2020-09-10","","457"
"","22773","0","Cation_exchange_capacity","1","","","","457"
"","22774","0","Cation_exchange_capacity","2","","","","457"
"","22775","0","Cation_exchange_capacity","3","","","","457"
"","22776","0","Cation_exchange_capacity","4","","","","457"
"","22777","0","Cation_exchange_capacity","5","","","","457"
"","22561","0","Crop_residue_moisture","1","","","","457"
"","22597","0","Puddling_start_date","1","2019-10-10T16:11:55+0200","2019-10-10","","457"
"","22633","0","Transplanting_start_date","1","2019-10-10T16:14:16+0200","2020-06-20","","457"
"","22670","0","Harvest_start_date","1","2019-10-10T16:20:35+0200","2020-09-30","","458"
"","22445","0","Rice_Total aboveground biomass (including panicles)_Fresh weight_kg","1","2019-10-10T16:37:15+0200","210.00","","458"
"","22446","0","Rice_Total aboveground biomass (including panicles)_Dry weight_kg","1","2019-10-10T17:02:28+0200","21.00","","458"
"","22447","0","Rice_Grain_Fresh weight 1000 grain_g","1","2019-10-10T17:08:11+0200","24.00","","458"
"","22448","0","Rice_Grain_Moisture content_%","1","2019-10-10T17:14:47+0200","21.00","","458"
"","22706","0","Maturity_start_date","1","2019-10-10T16:27:56+0200","2020-09-10","","458"
"","22778","0","Cation_exchange_capacity","1","","","","458"
"","22779","0","Cation_exchange_capacity","2","","","","458"
"","22780","0","Cation_exchange_capacity","3","","","","458"
"","22781","0","Cation_exchange_capacity","4","","","","458"
"","22782","0","Cation_exchange_capacity","5","","","","458"
"","22562","0","Crop_residue_moisture","1","","","","458"
"","22598","0","Puddling_start_date","1","2019-10-10T16:12:00+0200","2019-10-10","","458"
"","22634","0","Transplanting_start_date","1","2019-10-10T16:16:15+0200","2020-06-20","","458"
"","22671","0","Harvest_start_date","1","2019-10-10T16:20:12+0200","2020-09-30","","459"
"","22449","0","Rice_Total aboveground biomass (including panicles)_Fresh weight_kg","1","2019-10-10T16:36:10+0200","241.00","","459"
"","22450","0","Rice_Total aboveground biomass (including panicles)_Dry weight_kg","1","2019-10-10T17:01:47+0200","24.00","","459"
"","22451","0","Rice_Grain_Fresh weight 1000 grain_g","1","2019-10-10T17:07:35+0200","24.00","","459"
"","22452","0","Rice_Grain_Moisture content_%","1","2019-10-10T17:14:34+0200","21.00","","459"
"","22707","0","Maturity_start_date","1","2019-10-10T16:27:37+0200","2020-09-10","","459"
"","22783","0","Cation_exchange_capacity","1","","","","459"
"","22784","0","Cation_exchange_capacity","2","","","","459"
"","22785","0","Cation_exchange_capacity","3","","","","459"
"","22786","0","Cation_exchange_capacity","4","","","","459"
"","22787","0","Cation_exchange_capacity","5","","","","459"
"","22563","0","Crop_residue_moisture","1","","","","459"
"","22599","0","Puddling_start_date","1","2019-10-10T16:11:59+0200","2019-10-10","","459"
"","22635","0","Transplanting_start_date","1","2019-10-10T16:15:11+0200","2020-06-20","","459"
"","22672","0","Harvest_start_date","1","2019-10-10T16:20:56+0200","2020-09-30","","460"
"","22453","0","Rice_Total aboveground biomass (including panicles)_Fresh weight_kg","1","2019-10-10T16:37:50+0200","254.00","","460"
"","22454","0","Rice_Total aboveground biomass (including panicles)_Dry weight_kg","1","2019-10-10T17:02:58+0200","25.00","","460"
"","22455","0","Rice_Grain_Fresh weight 1000 grain_g","1","2019-10-10T17:08:39+0200","28.00","","460"
"","22456","0","Rice_Grain_Moisture content_%","1","2019-10-10T17:15:12+0200","24.00","","460"
"","22708","0","Maturity_start_date","1","2019-10-10T16:28:11+0200","2020-09-10","","460"
"","22788","0","Cation_exchange_capacity","1","","","","460"
"","22789","0","Cation_exchange_capacity","2","","","","460"
"","22790","0","Cation_exchange_capacity","3","","","","460"
"","22791","0","Cation_exchange_capacity","4","","","","460"
"","22792","0","Cation_exchange_capacity","5","","","","460"
"","22564","0","Crop_residue_moisture","1","","","","460"
"","22600","0","Puddling_start_date","1","2019-10-10T16:12:02+0200","2019-10-10","","460"
"","22636","0","Transplanting_start_date","1","2019-10-10T16:17:08+0200","2020-06-20","","460"
"","22673","0","Harvest_start_date","1","2019-10-10T16:20:00+0200","2020-09-30","","461"
"","22457","0","Rice_Total aboveground biomass (including panicles)_Fresh weight_kg","1","2019-10-10T16:35:52+0200","250.00","","461"
"","22458","0","Rice_Total aboveground biomass (including panicles)_Dry weight_kg","1","2019-10-10T17:01:23+0200","25.00","","461"
"","22459","0","Rice_Grain_Fresh weight 1000 grain_g","1","2019-10-10T17:07:21+0200","28.00","","461"
"","22460","0","Rice_Grain_Moisture content_%","1","2019-10-10T17:14:28+0200","25.00","","461"
"","22709","0","Maturity_start_date","1","2019-10-10T16:27:29+0200","2020-09-10","","461"
"","22793","0","Cation_exchange_capacity","1","","","","461"
"","22794","0","Cation_exchange_capacity","2","","","","461"
"","22795","0","Cation_exchange_capacity","3","","","","461"
"","22796","0","Cation_exchange_capacity","4","","","","461"
"","22797","0","Cation_exchange_capacity","5","","","","461"
"","22565","0","Crop_residue_moisture","1","","","","461"
"","22601","0","Puddling_start_date","1","2019-10-10T16:11:58+0200","2019-10-10","","461"
"","22637","0","Transplanting_start_date","1","2019-10-10T16:14:46+0200","2020-06-20","","461"
"","22674","0","Harvest_start_date","1","2019-10-10T16:20:48+0200","2020-09-30","","462"
"","22461","0","Rice_Total aboveground biomass (including panicles)_Fresh weight_kg","1","2019-10-10T16:37:33+0200","181.00","","462"
"","22462","0","Rice_Total aboveground biomass (including panicles)_Dry weight_kg","1","2019-10-10T17:02:43+0200","18.00","","462"
"","22463","0","Rice_Grain_Fresh weight 1000 grain_g","1","2019-10-10T17:08:23+0200","21.00","","462"
"","22464","0","Rice_Grain_Moisture content_%","1","2019-10-10T17:14:54+0200","21.00","","462"
"","22710","0","Maturity_start_date","1","2019-10-10T16:28:04+0200","2020-09-10","","462"
"","22798","0","Cation_exchange_capacity","1","","","","462"
"","22799","0","Cation_exchange_capacity","2","","","","462"
"","22800","0","Cation_exchange_capacity","3","","","","462"
"","22801","0","Cation_exchange_capacity","4","","","","462"
"","22802","0","Cation_exchange_capacity","5","","","","462"
"","22566","0","Crop_residue_moisture","1","","","","462"
"","22602","0","Puddling_start_date","1","2019-10-10T16:12:01+0200","2019-10-10","","462"
"","22638","0","Transplanting_start_date","1","2019-10-10T16:16:41+0200","2020-06-20","","462"
"","22675","0","Harvest_start_date","1","2019-10-10T16:20:22+0200","2020-09-30","","463"
"","22465","0","Rice_Total aboveground biomass (including panicles)_Fresh weight_kg","1","2019-10-10T16:36:50+0200","0.00","","463"
"","22466","0","Rice_Total aboveground biomass (including panicles)_Dry weight_kg","1","2019-10-10T17:02:05+0200","21.00","","463"
"","22467","0","Rice_Grain_Fresh weight 1000 grain_g","1","2019-10-10T17:07:56+0200","21.00","","463"
"","22468","0","Rice_Grain_Moisture content_%","1","2019-10-10T17:14:38+0200","21.00","","463"
"","22711","0","Maturity_start_date","1","2019-10-10T16:27:44+0200","2020-09-10","","463"
"","22803","0","Cation_exchange_capacity","1","","","","463"
"","22804","0","Cation_exchange_capacity","2","","","","463"
"","22805","0","Cation_exchange_capacity","3","","","","463"
"","22806","0","Cation_exchange_capacity","4","","","","463"
"","22807","0","Cation_exchange_capacity","5","","","","463"
"","22567","0","Crop_residue_moisture","1","","","","463"
"","22603","0","Puddling_start_date","1","2019-10-10T16:11:59+0200","2019-10-10","","463"
"","22639","0","Transplanting_start_date","1","2019-10-10T16:15:36+0200","2020-06-20","","463"
"","22676","0","Harvest_start_date","1","2019-10-10T16:21:03+0200","2020-09-30","","464"
"","22469","0","Rice_Total aboveground biomass (including panicles)_Fresh weight_kg","1","2019-10-10T16:38:09+0200","240.00","","464"
"","22470","0","Rice_Total aboveground biomass (including panicles)_Dry weight_kg","1","2019-10-10T17:03:14+0200","24.00","","464"
"","22471","0","Rice_Grain_Fresh weight 1000 grain_g","1","2019-10-10T17:08:53+0200","24.00","","464"
"","22472","0","Rice_Grain_Moisture content_%","1","2019-10-10T17:15:18+0200","24.00","","464"
"","22712","0","Maturity_start_date","1","2019-10-10T16:28:19+0200","2020-09-10","","464"
"","22808","0","Cation_exchange_capacity","1","","","","464"
"","22809","0","Cation_exchange_capacity","2","","","","464"
"","22810","0","Cation_exchange_capacity","3","","","","464"
"","22811","0","Cation_exchange_capacity","4","","","","464"
"","22812","0","Cation_exchange_capacity","5","","","","464"
"","22568","0","Crop_residue_moisture","1","","","","464"
"","22604","0","Puddling_start_date","1","2019-10-10T16:12:02+0200","2019-10-10","","464"
"","22640","0","Transplanting_start_date","1","2019-10-10T16:17:30+0200","2020-06-20","","464"
"","22677","0","Harvest_start_date","1","2019-10-10T16:20:43+0200","2020-09-30","","465"
"","22473","0","Rice_Total aboveground biomass (including panicles)_Fresh weight_kg","1","2019-10-10T16:37:23+0200","178.00","","465"
"","22474","0","Rice_Total aboveground biomass (including panicles)_Dry weight_kg","1","2019-10-10T17:02:35+0200","17.00","","465"
"","22475","0","Rice_Grain_Fresh weight 1000 grain_g","1","2019-10-10T17:08:17+0200","21.00","","465"
"","22476","0","Rice_Grain_Moisture content_%","1","2019-10-10T17:14:50+0200","25.00","","465"
"","22713","0","Maturity_start_date","1","2019-10-10T16:28:00+0200","2020-09-10","","465"
"","22813","0","Cation_exchange_capacity","1","","","","465"
"","22814","0","Cation_exchange_capacity","2","","","","465"
"","22815","0","Cation_exchange_capacity","3","","","","465"
"","22816","0","Cation_exchange_capacity","4","","","","465"
"","22817","0","Cation_exchange_capacity","5","","","","465"
"","22569","0","Crop_residue_moisture","1","","","","465"
"","22605","0","Puddling_start_date","1","2019-10-10T16:12:01+0200","2019-10-10","","465"
"","22641","0","Transplanting_start_date","1","2019-10-10T16:16:28+0200","2020-06-20","","465"
"","22678","0","Harvest_start_date","1","2019-10-10T16:19:53+0200","2020-09-30","","466"
"","22477","0","Rice_Total aboveground biomass (including panicles)_Fresh weight_kg","1","2019-10-10T16:35:44+0200","240.00","","466"
"","22478","0","Rice_Total aboveground biomass (including panicles)_Dry weight_kg","1","2019-10-10T17:01:12+0200","24.00","","466"
"","22479","0","Rice_Grain_Fresh weight 1000 grain_g","1","2019-10-10T17:06:51+0200","24.00","","466"
"","22480","0","Rice_Grain_Moisture content_%","1","2019-10-10T17:14:26+0200","21.00","","466"
"","22714","0","Maturity_start_date","1","2019-10-10T16:27:24+0200","2020-09-10","","466"
"","22818","0","Cation_exchange_capacity","1","","","","466"
"","22819","0","Cation_exchange_capacity","2","","","","466"
"","22820","0","Cation_exchange_capacity","3","","","","466"
"","22821","0","Cation_exchange_capacity","4","","","","466"
"","22822","0","Cation_exchange_capacity","5","","","","466"
"","22570","0","Crop_residue_moisture","1","","","","466"
"","22606","0","Puddling_start_date","1","2019-10-10T16:11:57+0200","2019-10-10","","466"
"","22642","0","Transplanting_start_date","1","2019-10-10T16:14:31+0200","2020-06-20","","466"
"","22679","0","Harvest_start_date","1","2019-10-10T16:21:01+0200","2020-09-30","","467"
"","22481","0","Rice_Total aboveground biomass (including panicles)_Fresh weight_kg","1","2019-10-10T16:38:05+0200","254.00","","467"
"","22482","0","Rice_Total aboveground biomass (including panicles)_Dry weight_kg","1","2019-10-10T17:03:10+0200","25.00","","467"
"","22483","0","Rice_Grain_Fresh weight 1000 grain_g","1","2019-10-10T17:08:47+0200","28.00","","467"
"","22484","0","Rice_Grain_Moisture content_%","1","2019-10-10T17:15:17+0200","21.00","","467"
"","22715","0","Maturity_start_date","1","2019-10-10T16:28:17+0200","2020-09-10","","467"
"","22823","0","Cation_exchange_capacity","1","","","","467"
"","22824","0","Cation_exchange_capacity","2","","","","467"
"","22825","0","Cation_exchange_capacity","3","","","","467"
"","22826","0","Cation_exchange_capacity","4","","","","467"
"","22827","0","Cation_exchange_capacity","5","","","","467"
"","22571","0","Crop_residue_moisture","1","","","","467"
"","22607","0","Puddling_start_date","1","2019-10-10T16:12:02+0200","2019-10-10","","467"
"","22643","0","Transplanting_start_date","1","2019-10-10T16:17:25+0200","2020-06-20","","467"
"","22680","0","Harvest_start_date","1","2019-10-10T16:20:20+0200","2020-09-30","","468"
"","22485","0","Rice_Total aboveground biomass (including panicles)_Fresh weight_kg","1","2019-10-10T16:36:22+0200","241.00","","468"
"","22486","0","Rice_Total aboveground biomass (including panicles)_Dry weight_kg","1","2019-10-10T17:02:01+0200","24.00","","468"
"","22487","0","Rice_Grain_Fresh weight 1000 grain_g","1","2019-10-10T17:07:52+0200","24.00","","468"
"","22488","0","Rice_Grain_Moisture content_%","1","2019-10-10T17:14:37+0200","22.00","","468"
"","22716","0","Maturity_start_date","1","2019-10-10T16:27:42+0200","2020-09-10","","468"
"","22828","0","Cation_exchange_capacity","1","","","","468"
"","22829","0","Cation_exchange_capacity","2","","","","468"
"","22830","0","Cation_exchange_capacity","3","","","","468"
"","22831","0","Cation_exchange_capacity","4","","","","468"
"","22832","0","Cation_exchange_capacity","5","","","","468"
"","22572","0","Crop_residue_moisture","1","","","","468"
"","22608","0","Puddling_start_date","1","2019-10-10T16:11:59+0200","2019-10-10","","468"
"","22644","0","Transplanting_start_date","1","2019-10-10T16:15:31+0200","2020-06-20","","468"
"","22681","0","Harvest_start_date","1","2019-10-10T16:19:57+0200","2020-09-30","","469"
"","22489","0","Rice_Total aboveground biomass (including panicles)_Fresh weight_kg","1","2019-10-10T16:35:48+0200","200.00","","469"
"","22490","0","Rice_Total aboveground biomass (including panicles)_Dry weight_kg","1","2019-10-10T17:01:18+0200","20.00","","469"
"","22491","0","Rice_Grain_Fresh weight 1000 grain_g","1","2019-10-10T17:06:55+0200","24.00","","469"
"","22492","0","Rice_Grain_Moisture content_%","1","2019-10-10T17:14:27+0200","22.00","","469"
"","22717","0","Maturity_start_date","1","2019-10-10T16:27:27+0200","2020-09-10","","469"
"","22833","0","Cation_exchange_capacity","1","","","","469"
"","22834","0","Cation_exchange_capacity","2","","","","469"
"","22835","0","Cation_exchange_capacity","3","","","","469"
"","22836","0","Cation_exchange_capacity","4","","","","469"
"","22837","0","Cation_exchange_capacity","5","","","","469"
"","22573","0","Crop_residue_moisture","1","","","","469"
"","22609","0","Puddling_start_date","1","2019-10-10T16:11:58+0200","2019-10-10","","469"
"","22645","0","Transplanting_start_date","1","2019-10-10T16:14:39+0200","2020-06-20","","469"
"","22682","0","Harvest_start_date","1","2019-10-10T16:20:45+0200","2020-09-30","","470"
"","22493","0","Rice_Total aboveground biomass (including panicles)_Fresh weight_kg","1","2019-10-10T16:37:26+0200","210.00","","470"
"","22494","0","Rice_Total aboveground biomass (including panicles)_Dry weight_kg","1","2019-10-10T17:02:38+0200","21.00","","470"
"","22495","0","Rice_Grain_Fresh weight 1000 grain_g","1","2019-10-10T17:08:20+0200","22.00","","470"
"","22496","0","Rice_Grain_Moisture content_%","1","2019-10-10T17:14:52+0200","22.00","","470"
"","22718","0","Maturity_start_date","1","2019-10-10T16:28:02+0200","2020-09-10","","470"
"","22838","0","Cation_exchange_capacity","1","","","","470"
"","22839","0","Cation_exchange_capacity","2","","","","470"
"","22840","0","Cation_exchange_capacity","3","","","","470"
"","22841","0","Cation_exchange_capacity","4","","","","470"
"","22842","0","Cation_exchange_capacity","5","","","","470"
"","22574","0","Crop_residue_moisture","1","","","","470"
"","22610","0","Puddling_start_date","1","2019-10-10T16:12:01+0200","2019-10-10","","470"
"","22646","0","Transplanting_start_date","1","2019-10-10T16:16:34+0200","2020-06-20","","470"
"","22683","0","Harvest_start_date","1","2019-10-10T16:20:25+0200","2020-09-30","","471"
"","22497","0","Rice_Total aboveground biomass (including panicles)_Fresh weight_kg","1","2019-10-10T16:36:57+0200","180.00","","471"
"","22498","0","Rice_Total aboveground biomass (including panicles)_Dry weight_kg","1","2019-10-10T17:02:13+0200","17.00","","471"
"","22499","0","Rice_Grain_Fresh weight 1000 grain_g","1","2019-10-10T17:07:59+0200","22.00","","471"
"","22500","0","Rice_Grain_Moisture content_%","1","2019-10-10T17:14:40+0200","23.00","","471"
"","22719","0","Maturity_start_date","1","2019-10-10T16:27:46+0200","2020-09-10","","471"
"","22843","0","Cation_exchange_capacity","1","","","","471"
"","22844","0","Cation_exchange_capacity","2","","","","471"
"","22845","0","Cation_exchange_capacity","3","","","","471"
"","22846","0","Cation_exchange_capacity","4","","","","471"
"","22847","0","Cation_exchange_capacity","5","","","","471"
"","22575","0","Crop_residue_moisture","1","","","","471"
"","22611","0","Puddling_start_date","1","2019-10-10T16:11:59+0200","2019-10-10","","471"
"","22647","0","Transplanting_start_date","1","2019-10-10T16:15:42+0200","2020-06-20","","471"
"","22684","0","Harvest_start_date","1","2019-10-10T16:21:05+0200","2020-09-30","","472"
"","22501","0","Rice_Total aboveground biomass (including panicles)_Fresh weight_kg","1","2019-10-10T16:38:14+0200","250.00","","472"
"","22502","0","Rice_Total aboveground biomass (including panicles)_Dry weight_kg","1","2019-10-10T17:03:18+0200","27.00","","472"
"","22503","0","Rice_Grain_Fresh weight 1000 grain_g","1","2019-10-10T17:08:54+0200","28.00","","472"
"","22504","0","Rice_Grain_Moisture content_%","1","2019-10-10T17:15:20+0200","23.00","","472"
"","22720","0","Maturity_start_date","1","2019-10-10T16:28:21+0200","2020-09-10","","472"
"","22848","0","Cation_exchange_capacity","1","","","","472"
"","22849","0","Cation_exchange_capacity","2","","","","472"
"","22850","0","Cation_exchange_capacity","3","","","","472"
"","22851","0","Cation_exchange_capacity","4","","","","472"
"","22852","0","Cation_exchange_capacity","5","","","","472"
"","22576","0","Crop_residue_moisture","1","","","","472"
"","22612","0","Puddling_start_date","1","2019-10-10T16:12:02+0200","2019-10-10","","472"
"","22648","0","Transplanting_start_date","1","2019-10-10T16:17:37+0200","2020-06-20","","472"
"","22685","0","Harvest_start_date","1","2019-10-10T16:20:05+0200","2020-09-30","","473"
"","22505","0","Rice_Total aboveground biomass (including panicles)_Fresh weight_kg","1","2019-10-10T16:35:56+0200","180.00","","473"
