"SourceSampleId","SampleId","SpecimenNumber","TraitName","TraitInstanceNumber","MeasureDateTime","TraitValue","Location","Link:PlotId"
"","4731","0","3:Maize_Grain_Fresh weight_g","3","2019-09-26T18:26:14+0200","23.00","","347"
"","5345","0","Amount_harvested_g","1","2019-09-26T18:26:28+0200","1740.00","","347"
"","4735","0","2:Maize_Ear_Moisture content_%","1","2019-09-26T18:26:20+0200","45.00","","347"
"","4736","0","2:Maize_Ear_Moisture content_%","2","2019-09-26T18:26:22+0200","45.00","","347"
"","4737","0","2:Maize_Ear_Moisture content_%","3","2019-09-26T18:26:23+0200","45.00","","347"
"","4732","0","1:Maize_Ear_Moisture content_%","1","2019-09-26T18:26:16+0200","65.00","","347"
"","4733","0","1:Maize_Ear_Moisture content_%","2","2019-09-26T18:26:18+0200","65.00","","347"
"","4734","0","1:Maize_Ear_Moisture content_%","3","2019-09-26T18:26:19+0200","65.00","","347"
"","4741","0","2:Maize_Grain_Fresh weight_g","1","2019-09-26T18:58:58+0200","20.00","","348"
"","4742","0","2:Maize_Grain_Fresh weight_g","2","2019-09-26T18:58:59+0200","20.00","","348"
"","4743","0","2:Maize_Grain_Fresh weight_g","3","2019-09-26T18:59:00+0200","21.00","","348"
"","4738","0","1:Maize_Grain_Fresh weight_g","1","2019-09-26T18:58:53+0200","9.00","","348"
"","4739","0","1:Maize_Grain_Fresh weight_g","2","2019-09-26T18:58:54+0200","8.00","","348"
"","4740","0","1:Maize_Grain_Fresh weight_g","3","2019-09-26T18:58:55+0200","8.00","","348"
"","4744","0","3:Maize_Grain_Fresh weight_g","1","2019-09-26T18:59:01+0200","30.00","","348"
"","4745","0","3:Maize_Grain_Fresh weight_g","2","2019-09-26T18:59:02+0200","32.00","","348"
"","4746","0","3:Maize_Grain_Fresh weight_g","3","2019-09-26T18:59:03+0200","30.00","","348"
"","5346","0","Amount_harvested_g","1","2019-09-26T18:59:11+0200","1800.00","","348"
"","4750","0","2:Maize_Ear_Moisture content_%","1","2019-09-26T18:59:08+0200","50.00","","348"
"","4751","0","2:Maize_Ear_Moisture content_%","2","2019-09-26T18:59:09+0200","52.00","","348"
"","4752","0","2:Maize_Ear_Moisture content_%","3","2019-09-26T18:59:10+0200","50.00","","348"
"","4747","0","1:Maize_Ear_Moisture content_%","1","2019-09-26T18:59:04+0200","70.00","","348"
"","4748","0","1:Maize_Ear_Moisture content_%","2","2019-09-26T18:59:05+0200","70.00","","348"
"","4749","0","1:Maize_Ear_Moisture content_%","3","2019-09-26T18:59:06+0200","70.00","","348"
"","4756","0","2:Maize_Grain_Fresh weight_g","1","2019-09-26T18:59:21+0200","15.00","","349"
"","4757","0","2:Maize_Grain_Fresh weight_g","2","2019-09-26T18:59:22+0200","15.00","","349"
"","4758","0","2:Maize_Grain_Fresh weight_g","3","2019-09-26T18:59:23+0200","15.00","","349"
"","4753","0","1:Maize_Grain_Fresh weight_g","1","2019-09-26T18:59:16+0200","7.00","","349"
"","4754","0","1:Maize_Grain_Fresh weight_g","2","2019-09-26T18:59:18+0200","0.00","","349"
"","4755","0","1:Maize_Grain_Fresh weight_g","3","2019-09-26T18:59:19+0200","7.00","","349"
"","4759","0","3:Maize_Grain_Fresh weight_g","1","2019-09-26T18:59:24+0200","25.00","","349"
"","4760","0","3:Maize_Grain_Fresh weight_g","2","2019-09-26T18:59:25+0200","24.00","","349"
"","4761","0","3:Maize_Grain_Fresh weight_g","3","2019-09-26T18:59:26+0200","25.00","","349"
"","5347","0","Amount_harvested_g","1","2019-09-26T18:59:36+0200","1750.00","","349"
"","4765","0","2:Maize_Ear_Moisture content_%","1","2019-09-26T18:59:32+0200","45.00","","349"
"","4766","0","2:Maize_Ear_Moisture content_%","2","2019-09-26T18:59:33+0200","45.00","","349"
"","4767","0","2:Maize_Ear_Moisture content_%","3","2019-09-26T18:59:34+0200","45.00","","349"
"","4762","0","1:Maize_Ear_Moisture content_%","1","2019-09-26T18:59:29+0200","65.00","","349"
"","4763","0","1:Maize_Ear_Moisture content_%","2","2019-09-26T18:59:30+0200","65.00","","349"
"","4764","0","1:Maize_Ear_Moisture content_%","3","2019-09-26T18:59:31+0200","63.00","","349"
"","4771","0","2:Maize_Grain_Fresh weight_g","1","2019-09-26T18:59:45+0200","25.00","","350"
"","4772","0","2:Maize_Grain_Fresh weight_g","2","2019-09-26T18:59:46+0200","25.00","","350"
"","4773","0","2:Maize_Grain_Fresh weight_g","3","2019-09-26T19:00:01+0200","24.00","","350"
"","4768","0","1:Maize_Grain_Fresh weight_g","1","2019-09-26T18:59:41+0200","10.00","","350"
"","4769","0","1:Maize_Grain_Fresh weight_g","2","2019-09-26T18:59:42+0200","11.00","","350"
"","4770","0","1:Maize_Grain_Fresh weight_g","3","2019-09-26T18:59:43+0200","10.00","","350"
"","4774","0","3:Maize_Grain_Fresh weight_g","1","2019-09-26T19:00:02+0200","37.00","","350"
"","4775","0","3:Maize_Grain_Fresh weight_g","2","2019-09-26T19:00:04+0200","37.00","","350"
"","4776","0","3:Maize_Grain_Fresh weight_g","3","2019-09-26T19:00:05+0200","37.00","","350"
"","5348","0","Amount_harvested_g","1","2019-09-26T19:00:25+0200","50.00","","350"
"","4780","0","2:Maize_Ear_Moisture content_%","1","2019-09-26T19:00:22+0200","70.00","","350"
"","4781","0","2:Maize_Ear_Moisture content_%","2","2019-09-26T19:00:23+0200","50.00","","350"
"","4782","0","2:Maize_Ear_Moisture content_%","3","2019-09-26T19:00:24+0200","50.00","","350"
"","4777","0","1:Maize_Ear_Moisture content_%","1","2019-09-26T19:00:08+0200","7.00","","350"
"","4778","0","1:Maize_Ear_Moisture content_%","2","2019-09-26T19:00:09+0200","71.00","","350"
"","4779","0","1:Maize_Ear_Moisture content_%","3","2019-09-26T19:00:11+0200","71.00","","350"
"","4786","0","2:Maize_Grain_Fresh weight_g","1","2019-09-26T19:01:10+0200","7.00","","351"
"","4787","0","2:Maize_Grain_Fresh weight_g","2","2019-09-26T19:01:12+0200","15.00","","351"
"","4788","0","2:Maize_Grain_Fresh weight_g","3","2019-09-26T19:01:13+0200","15.00","","351"
"","4783","0","1:Maize_Grain_Fresh weight_g","1","2019-09-26T19:01:04+0200","2030.00","","351"
"","4784","0","1:Maize_Grain_Fresh weight_g","2","2019-09-26T19:01:08+0200","7.00","","351"
"","4785","0","1:Maize_Grain_Fresh weight_g","3","2019-09-26T19:01:09+0200","7.00","","351"
"","4789","0","3:Maize_Grain_Fresh weight_g","1","2019-09-26T19:01:14+0200","14.00","","351"
"","4790","0","3:Maize_Grain_Fresh weight_g","2","2019-09-26T19:01:16+0200","25.00","","351"
"","4791","0","3:Maize_Grain_Fresh weight_g","3","2019-09-26T19:01:17+0200","25.00","","351"
"","5349","0","Amount_harvested_g","1","2019-09-26T19:01:45+0200","1754.00","","351"
"","4795","0","2:Maize_Ear_Moisture content_%","1","2019-09-26T19:01:22+0200","65.00","","351"
"","4796","0","2:Maize_Ear_Moisture content_%","2","2019-09-26T19:01:23+0200","45.00","","351"
"","4797","0","2:Maize_Ear_Moisture content_%","3","2019-09-26T19:01:35+0200","45.00","","351"
"","4792","0","1:Maize_Ear_Moisture content_%","1","2019-09-26T19:01:18+0200","24.00","","351"
"","4793","0","1:Maize_Ear_Moisture content_%","2","2019-09-26T19:01:20+0200","65.00","","351"
"","4794","0","1:Maize_Ear_Moisture content_%","3","2019-09-26T19:01:21+0200","63.00","","351"
"","4801","0","2:Maize_Grain_Fresh weight_g","1","2019-09-26T21:16:56+0200","20.00","","352"
"","4802","0","2:Maize_Grain_Fresh weight_g","2","2019-09-26T21:16:57+0200","20.00","","352"
"","4803","0","2:Maize_Grain_Fresh weight_g","3","2019-09-26T21:16:58+0200","20.00","","352"
"","4798","0","1:Maize_Grain_Fresh weight_g","1","2019-09-26T21:16:52+0200","9.00","","352"
"","4799","0","1:Maize_Grain_Fresh weight_g","2","2019-09-26T21:16:53+0200","9.00","","352"
"","4800","0","1:Maize_Grain_Fresh weight_g","3","2019-09-26T21:16:54+0200","6.00","","352"
"","4804","0","3:Maize_Grain_Fresh weight_g","1","2019-09-26T21:16:59+0200","30.00","","352"
"","4805","0","3:Maize_Grain_Fresh weight_g","2","2019-09-26T21:17:01+0200","30.00","","352"
"","4806","0","3:Maize_Grain_Fresh weight_g","3","2019-09-26T21:17:03+0200","30.00","","352"
"","5350","0","Amount_harvested_g","1","2019-09-26T21:17:24+0200","1920.00","","352"
"","4810","0","2:Maize_Ear_Moisture content_%","1","2019-09-26T21:17:16+0200","54.00","","352"
"","4811","0","2:Maize_Ear_Moisture content_%","2","2019-09-26T21:17:18+0200","57.00","","352"
"","4812","0","2:Maize_Ear_Moisture content_%","3","2019-09-26T21:17:19+0200","58.00","","352"
"","4807","0","1:Maize_Ear_Moisture content_%","1","2019-09-26T21:17:07+0200","74.00","","352"
"","4808","0","1:Maize_Ear_Moisture content_%","2","2019-09-26T21:17:08+0200","78.00","","352"
"","4809","0","1:Maize_Ear_Moisture content_%","3","2019-09-26T21:17:10+0200","75.00","","352"
"","4816","0","2:Maize_Grain_Fresh weight_g","1","2019-09-26T21:17:34+0200","20.00","","353"
"","4817","0","2:Maize_Grain_Fresh weight_g","2","2019-09-26T21:17:35+0200","20.00","","353"
"","4818","0","2:Maize_Grain_Fresh weight_g","3","2019-09-26T21:17:36+0200","21.00","","353"
"","4813","0","1:Maize_Grain_Fresh weight_g","1","2019-09-26T21:17:31+0200","9.00","","353"
"","4814","0","1:Maize_Grain_Fresh weight_g","2","2019-09-26T21:17:31+0200","9.00","","353"
"","4815","0","1:Maize_Grain_Fresh weight_g","3","2019-09-26T21:17:33+0200","8.00","","353"
"","4819","0","3:Maize_Grain_Fresh weight_g","1","2019-09-26T21:17:38+0200","34.00","","353"
"","4820","0","3:Maize_Grain_Fresh weight_g","2","2019-09-26T21:17:39+0200","35.00","","353"
"","4821","0","3:Maize_Grain_Fresh weight_g","3","2019-09-26T21:17:40+0200","32.00","","353"
"","5351","0","Amount_harvested_g","1","2019-09-26T21:17:50+0200","1750.00","","353"
"","4825","0","2:Maize_Ear_Moisture content_%","1","2019-09-26T21:17:45+0200","45.00","","353"
"","4826","0","2:Maize_Ear_Moisture content_%","2","2019-09-26T21:17:46+0200","47.00","","353"
"","4827","0","2:Maize_Ear_Moisture content_%","3","2019-09-26T21:17:47+0200","42.00","","353"
"","4822","0","1:Maize_Ear_Moisture content_%","1","2019-09-26T21:17:41+0200","65.00","","353"
"","4823","0","1:Maize_Ear_Moisture content_%","2","2019-09-26T21:17:42+0200","68.00","","353"
"","4824","0","1:Maize_Ear_Moisture content_%","3","2019-09-26T21:17:44+0200","65.00","","353"
"","4831","0","2:Maize_Grain_Fresh weight_g","1","2019-09-26T21:18:01+0200","25.00","","354"
"","4832","0","2:Maize_Grain_Fresh weight_g","2","2019-09-26T21:18:02+0200","24.00","","354"
"","4833","0","2:Maize_Grain_Fresh weight_g","3","2019-09-26T21:18:03+0200","21.00","","354"
"","4828","0","1:Maize_Grain_Fresh weight_g","1","2019-09-26T21:17:57+0200","9.00","","354"
"","4829","0","1:Maize_Grain_Fresh weight_g","2","2019-09-26T21:17:58+0200","9.00","","354"
"","4830","0","1:Maize_Grain_Fresh weight_g","3","2019-09-26T21:17:59+0200","9.00","","354"
"","4834","0","3:Maize_Grain_Fresh weight_g","1","2019-09-26T21:18:05+0200","30.00","","354"
"","4835","0","3:Maize_Grain_Fresh weight_g","2","2019-09-26T21:18:06+0200","30.00","","354"
"","4836","0","3:Maize_Grain_Fresh weight_g","3","2019-09-26T21:18:07+0200","32.00","","354"
"","5352","0","Amount_harvested_g","1","2019-09-26T21:18:19+0200","1600.00","","354"
"","4840","0","2:Maize_Ear_Moisture content_%","1","2019-09-26T21:18:13+0200","45.00","","354"
"","4841","0","2:Maize_Ear_Moisture content_%","2","2019-09-26T21:18:14+0200","45.00","","354"
"","4842","0","2:Maize_Ear_Moisture content_%","3","2019-09-26T21:18:16+0200","42.00","","354"
"","4837","0","1:Maize_Ear_Moisture content_%","1","2019-09-26T21:18:08+0200","65.00","","354"
"","4838","0","1:Maize_Ear_Moisture content_%","2","2019-09-26T21:18:09+0200","68.00","","354"
"","4839","0","1:Maize_Ear_Moisture content_%","3","2019-09-26T21:18:11+0200","69.00","","354"
"","4846","0","2:Maize_Grain_Fresh weight_g","1","2019-09-26T21:18:28+0200","15.00","","355"
"","4847","0","2:Maize_Grain_Fresh weight_g","2","2019-09-26T21:18:28+0200","14.00","","355"
"","4848","0","2:Maize_Grain_Fresh weight_g","3","2019-09-26T21:18:30+0200","12.00","","355"
"","4843","0","1:Maize_Grain_Fresh weight_g","1","2019-09-26T21:18:24+0200","7.00","","355"
"","4844","0","1:Maize_Grain_Fresh weight_g","2","2019-09-26T21:18:25+0200","4.00","","355"
"","4845","0","1:Maize_Grain_Fresh weight_g","3","2019-09-26T21:18:26+0200","7.00","","355"
"","4849","0","3:Maize_Grain_Fresh weight_g","1","2019-09-26T21:18:31+0200","25.00","","355"
"","4850","0","3:Maize_Grain_Fresh weight_g","2","2019-09-26T21:18:32+0200","24.00","","355"
"","4851","0","3:Maize_Grain_Fresh weight_g","3","2019-09-26T21:18:33+0200","26.00","","355"
"","5353","0","Amount_harvested_g","1","2019-09-26T21:18:44+0200","1700.00","","355"
"","4855","0","2:Maize_Ear_Moisture content_%","1","2019-09-26T21:18:38+0200","45.00","","355"
"","4856","0","2:Maize_Ear_Moisture content_%","2","2019-09-26T21:18:40+0200","41.00","","355"
"","4857","0","2:Maize_Ear_Moisture content_%","3","2019-09-26T21:18:41+0200","40.00","","355"
"","4852","0","1:Maize_Ear_Moisture content_%","1","2019-09-26T21:18:35+0200","65.00","","355"
"","4853","0","1:Maize_Ear_Moisture content_%","2","2019-09-26T21:18:36+0200","68.00","","355"
"","4854","0","1:Maize_Ear_Moisture content_%","3","2019-09-26T21:18:37+0200","63.00","","355"
"","4861","0","2:Maize_Grain_Fresh weight_g","1","2019-09-26T18:13:53+0200","15.00","","356"
"","4862","0","2:Maize_Grain_Fresh weight_g","2","2019-09-26T18:13:54+0200","14.00","","356"
"","4863","0","2:Maize_Grain_Fresh weight_g","3","2019-09-26T18:13:56+0200","15.00","","356"
"","4858","0","1:Maize_Grain_Fresh weight_g","1","2019-09-26T18:13:49+0200","7.00","","356"
"","4859","0","1:Maize_Grain_Fresh weight_g","2","2019-09-26T18:13:50+0200","7.00","","356"
"","4860","0","1:Maize_Grain_Fresh weight_g","3","2019-09-26T18:13:51+0200","8.00","","356"
"","4864","0","3:Maize_Grain_Fresh weight_g","1","2019-09-26T18:13:58+0200","25.00","","356"
"","4865","0","3:Maize_Grain_Fresh weight_g","2","2019-09-26T18:13:59+0200","25.00","","356"
"","4866","0","3:Maize_Grain_Fresh weight_g","3","2019-09-26T18:14:00+0200","24.00","","356"
"","5354","0","Amount_harvested_g","1","2019-09-26T18:14:33+0200","1750.00","","356"
"","4870","0","2:Maize_Ear_Moisture content_%","1","2019-09-26T18:14:25+0200","45.00","","356"
"","4871","0","2:Maize_Ear_Moisture content_%","2","2019-09-26T18:14:28+0200","45.00","","356"
"","4872","0","2:Maize_Ear_Moisture content_%","3","2019-09-26T18:14:29+0200","45.00","","356"
"","4867","0","1:Maize_Ear_Moisture content_%","1","2019-09-26T18:14:13+0200","65.00","","356"
"","4868","0","1:Maize_Ear_Moisture content_%","2","2019-09-26T18:14:15+0200","65.00","","356"
